N,DEAL_ID,ON_OFF_BALANCE,DEAL_TYPE,PROD_TYPE,PAY_RECIEVE,CCY,NOTIONAL,MATURITY_DATE,INTEREST_TYPE,FIXING_DATE,INT_CHANGE_FREQ,INT_CHAGE_TERM,INT_PRE,NPV_DELTA_ILS,NETED,NETED_ID,Portfolio,NETTING_COUNTER,CONTRACT_MAT_DATE,validity date
422,1.33E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-28,700,000.00",18/03/2020,F,,0,0,0.0339,"-129,074,935.74",0,,CY_ISRTRA ,,,
423,1.33E+28,Offbalance,IRSWP,IRS       ,1,EUR,"28,700,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"120,881,530.00",0,,CY_ISRTRA ,,,
424,1.33E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-10,000,000.00",18/03/2020,F,,0,0,0.0335,"-44,941,001.85",1,1.34E+28,CY_BONDTRA,1,,
425,1.33E+28,Offbalance,IRSWP,IRS       ,1,EUR,"10,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"42,119,000.00",1,1.78E+28,CY_BONDTRA,1,,
426,1.33E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",27/04/2020,F,,0,0,0.0505,"-27,344,476.53",1,1.32E+28,ILS_FRA_NE,1,,
427,1.33E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",27/04/2020,V,26/10/2018,Q,1,0.001,"25,002,566.13",1,1.34E+28,ILS_FRA_NE,1,,
428,1.33E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",27/04/2020,F,,0,0,0.0505,"-27,344,476.53",1,1.34E+28,ILS_FRA_NE,1,,
429,1.33E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",27/04/2020,V,26/10/2018,Q,1,0.001,"25,002,566.13",1,1.77E+28,ILS_FRA_NE,1,,
430,1.34E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-30,000,000.00",27/04/2020,F,,0,0,0.0503,"-32,797,258.37",0,,INT_MACRO ,,,
431,1.34E+28,Offbalance,IRSWP,IRS       ,1,ILS,"30,000,000.00",27/04/2020,V,29/10/2018,Q,1,0.001,"30,003,069.64",1,2.41E+28,INT_MACRO ,1,,
432,1.34E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-20,000,000.00",30/04/2020,V,30/10/2018,Q,1,0.001,"-20,001,878.38",1,2.09E+28,INT_MACRO ,1,,
433,1.34E+28,Offbalance,IRSWP,IRS       ,1,ILS,"20,000,000.00",30/04/2020,F,,0,0,0.05,"21,851,300.36",0,,INT_MACRO ,,,
434,1.34E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",30/04/2020,V,30/10/2018,Q,1,0.001,"-25,002,347.98",1,1.33E+28,DROOM     ,1,,
435,1.34E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",30/04/2020,F,,0,0,0.0501,"27,319,111.57",1,1.33E+28,DROOM     ,1,,
436,1.34E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",4/5/2020,V,5/11/2018,Q,1,0.001,"-25,002,064.48",1,1.34E+28,DROOM     ,1,,
437,1.34E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",4/5/2020,F,,0,0,0.0503,"27,329,937.52",1,1.34E+28,DROOM     ,1,,
438,1.34E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-10,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-42,119,000.00",1,1.40E+28,DROOM     ,1,,
439,1.34E+28,Offbalance,IRSWP,IRS       ,1,EUR,"10,000,000.00",18/03/2020,F,,0,0,0.0335,"44,941,001.85",1,1.33E+28,DROOM     ,1,,
440,1.34E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-15,870,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-66,842,853.00",1,1.32E+28,DROOM     ,1,,
441,1.34E+28,Offbalance,IRSWP,IRS       ,1,EUR,"15,870,000.00",18/03/2020,F,,0,0,0.0328,"71,224,991.55",1,1.32E+28,DROOM     ,1,,
442,1.34E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",12/5/2020,F,,0,0,0.0492,"-27,259,649.56",1,1.34E+28,ILS_FRA_NE,1,,
443,1.34E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",12/5/2020,V,12/11/2018,Q,1,0.001,"25,001,421.40",1,1.34E+28,ILS_FRA_NE,1,,
444,1.35E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-24,500,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-88,701,201.10",1,1.50E+28,CY_BONDTRA,1,,
445,1.35E+28,Offbalance,IRSWP,IRS       ,1,USD,"24,500,000.00",26/03/2019,F,,0,0,0.0308,"89,732,205.42",1,1.50E+28,CY_BONDTRA,1,,
446,1.35E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",28/05/2020,V,28/11/2018,Q,1,0.001,"-25,000,287.58",1,1.40E+28,ILS_FRA_NE,1,,
447,1.35E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",28/05/2020,F,,0,0,0.0478,"27,185,862.04",1,1.36E+28,ILS_FRA_NE,1,,
448,1.35E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",28/05/2020,V,30/11/2018,Q,1,0.001,"-25,000,074.28",1,1.44E+28,ILS_FRA_NE,1,,
449,1.35E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",28/05/2020,F,,0,0,0.0481,"27,190,974.37",0,,ILS_FRA_NE,,,
450,1.36E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",18/06/2020,F,,0,0,0.0479,"-27,176,332.89",1,1.35E+28,INT_MACRO ,1,,
451,1.36E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",18/06/2020,V,20/09/2018,Q,1,0.001,"25,005,136.07",1,2.08E+28,INT_MACRO ,1,,
452,1.37E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-10,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-36,204,571.90",1,1.77E+28,CY_BONDTRA,1,,
453,1.37E+28,Offbalance,IRSWP,IRS       ,1,USD,"10,000,000.00",26/03/2019,F,,0,0,0.0389,"36,916,811.25",1,1.50E+28,CY_BONDTRA,1,,
454,1.37E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-23,700,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-99,822,030.00",0,,DROOM     ,,,
455,1.37E+28,Offbalance,IRSWP,IRS       ,1,EUR,"23,700,000.00",18/03/2020,F,,0,0,0.0339,"106,588,013.15",0,,DROOM     ,,,
456,1.40E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",25/08/2020,F,,0,0,0.0426,"-26,856,490.18",1,1.40E+28,ILS_FRA_NE,1,,
457,1.40E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",25/08/2020,V,26/11/2018,Q,1,0.001,"25,000,361.01",1,1.35E+28,ILS_FRA_NE,1,,
458,1.40E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",1/9/2020,V,3/9/2018,Q,1,0.001,"-25,006,301.27",0,,ILS_FRA_NE,,,
459,1.40E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",1/9/2020,F,,0,0,0.0427,"27,929,368.24",1,1.40E+28,ILS_FRA_NE,1,,
460,1.40E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",7/9/2020,V,6/9/2018,Q,1,0.001,"-25,005,958.65",0,,ILS_FRA_NE,,,
461,1.40E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",7/9/2020,F,,0,0,0.0426,"27,920,024.34",1,1.41E+28,ILS_FRA_NE,1,,
462,1.40E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-10,000,000.00",18/03/2020,F,,0,0,0.0255,"-44,270,239.55",1,1.70E+28,DROOM     ,1,,
463,1.40E+28,Offbalance,IRSWP,IRS       ,1,EUR,"10,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"42,119,000.00",1,1.34E+28,DROOM     ,1,,
464,1.41E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",21/09/2020,F,,0,0,0.0441,"-28,005,778.88",1,1.40E+28,ILS_FRA_NE,1,,
465,1.41E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",21/09/2020,V,21/09/2018,Q,1,0.0011,"25,005,245.60",0,,ILS_FRA_NE,,,
466,1.42E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",22/10/2020,V,22/10/2018,Q,1,0.001,"-25,002,777.43",1,1.72E+28,ILS_FRA_NE,1,,
467,1.42E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",22/10/2020,F,,0,0,0.0443,"28,003,856.73",0,,ILS_FRA_NE,,,
468,1.42E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-40,000,000.00",26/10/2020,V,26/10/2018,Q,1,0.001,"-40,004,105.80",0,,ILS_FRA_NE,,,
469,1.42E+28,Offbalance,IRSWP,IRS       ,1,ILS,"40,000,000.00",26/10/2020,F,,0,0,0.0444,"44,817,512.08",0,,ILS_FRA_NE,,,
470,1.43E+28,Offbalance,IRSWP,IRSS      ,-1,EUR,"-3,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0033,,1,2.12E+28,CY_BONDTRA,1,,
471,1.43E+28,Offbalance,IRSWP,IRSS      ,1,EUR,"3,000,000.00",18/03/2020,F,,0,0,0.0328,"21,164.25",1,1.68E+28,CY_BONDTRA,1,,
472,1.43E+28,Offbalance,IRSWP,IRSS      ,-1,EUR,"-3,000,000.00",18/03/2020,F,,0,0,0.0328,"-21,164.25",0,,DROOM     ,,,
473,1.43E+28,Offbalance,IRSWP,IRSS      ,1,EUR,"3,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0033,,1,1.65E+28,DROOM     ,1,,
474,1.43E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",28/09/2018,F,,0,0,0.0591,"-26,475,540.56",0,,ILS_FRA_NE,,,
475,1.43E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",28/09/2018,V,28/09/2018,Q,1,0.001,"25,004,631.61",1,1.32E+28,ILS_FRA_NE,1,,
476,1.44E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",18/05/2021,F,,0,0,0.0481,"-28,087,335.03",0,,INT_MACRO ,,,
477,1.44E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",18/05/2021,V,19/11/2018,Q,1,0.001,"25,000,861.11",1,1.44E+28,INT_MACRO ,1,,
478,1.44E+28,Offbalance,IRSWP,IRSS      ,-1,EUR,"-2,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0033,,1,2.12E+28,CY_ISRTRA ,1,,
479,1.44E+28,Offbalance,IRSWP,IRSS      ,1,EUR,"2,000,000.00",18/03/2020,F,,0,0,0.0339,"14,109.49",0,,CY_ISRTRA ,,,
480,1.44E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",19/11/2020,V,19/11/2018,Q,1,0.001,"-25,000,861.11",1,1.44E+28,ILS_FRA_NE,1,,
481,1.44E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",19/11/2020,F,,0,0,0.0465,"28,143,596.96",1,1.44E+28,ILS_FRA_NE,1,,
482,1.44E+28,Offbalance,IRSWP,IRSS      ,-1,EUR,"-13,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0033,,0,,CY_ISRTRA ,,,
483,1.44E+28,Offbalance,IRSWP,IRSS      ,1,EUR,"13,000,000.00",18/03/2020,F,,0,0,0.0339,"91,711.81",0,,CY_ISRTRA ,,,
484,1.44E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",30/11/2020,F,,0,0,0.046,"-28,102,806.56",1,1.44E+28,ILS_FRA_NE,1,,
485,1.44E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",30/11/2020,V,29/11/2018,Q,1,0.001,"25,000,215.88",1,1.35E+28,ILS_FRA_NE,1,,
486,1.45E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",14/12/2020,V,13/09/2018,Q,1,0.001,"-25,005,478.86",0,,ILS_FRA_NE,,,
487,1.45E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",14/12/2020,F,,0,0,0.0482,"28,254,388.80",0,,ILS_FRA_NE,,,
488,1.45E+28,Offbalance,IRSWP,IRSS      ,-1,EUR,"-10,000,000.00",18/03/2020,F,,0,0,0.0339,"-70,547.56",0,,DROOM     ,,,
489,1.45E+28,Offbalance,IRSWP,IRSS      ,1,EUR,"10,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0033,,1,1.94E+28,DROOM     ,1,,
490,1.45E+28,Offbalance,IRSWP,IRSS      ,-1,EUR,"-7,000,000.00",18/03/2020,F,,0,0,0.0339,"-49,383.31",1,1.45E+28,DROOM     ,1,,
491,1.45E+28,Offbalance,IRSWP,IRSS      ,1,EUR,"7,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0033,,1,1.45E+28,DROOM     ,1,,
492,1.45E+28,Offbalance,IRSWP,IRSS      ,-1,EUR,"-7,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0033,,1,1.45E+28,CY_ISRTRA ,1,,
493,1.45E+28,Offbalance,IRSWP,IRSS      ,1,EUR,"7,000,000.00",18/03/2020,F,,0,0,0.0339,"49,383.31",1,1.45E+28,CY_ISRTRA ,1,,
494,1.46E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",31/12/2020,V,28/09/2018,Q,1,0.001,"-25,004,631.61",1,1.08E+28,INT_MACRO ,1,,
495,1.46E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",31/12/2020,F,,0,0,0.0483,"28,249,343.06",1,1.47E+28,INT_MACRO ,1,,
496,1.46E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",6/1/2021,V,8/10/2018,Q,1,0.001,"-25,004,090.14",1,1.80E+28,INT_MACRO ,1,,
497,1.46E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",6/1/2021,F,,0,0,0.0479,"28,200,702.48",0,,INT_MACRO ,,,
498,1.46E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-5,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-21,059,500.00",1,2.12E+28,DROOM     ,1,,
499,1.46E+28,Offbalance,IRSWP,IRS       ,1,EUR,"5,000,000.00",18/03/2020,F,,0,0,0.0308,"22,355,128.16",1,1.68E+28,DROOM     ,1,,
500,1.46E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-5,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-21,059,500.00",1,1.68E+28,DROOM     ,1,,
501,1.46E+28,Offbalance,IRSWP,IRS       ,1,EUR,"5,000,000.00",18/03/2020,F,,0,0,0.0308,"22,355,128.16",1,1.68E+28,DROOM     ,1,,
502,1.46E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-4,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-16,847,600.00",1,1.68E+28,DROOM     ,1,,
503,1.46E+28,Offbalance,IRSWP,IRS       ,1,EUR,"4,000,000.00",18/03/2020,F,,0,0,0.0308,"17,884,102.51",1,1.68E+28,DROOM     ,1,,
504,1.47E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-3,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-12,635,700.00",1,1.84E+28,DROOM     ,1,,
505,1.47E+28,Offbalance,IRSWP,IRS       ,1,EUR,"3,000,000.00",18/03/2020,F,,0,0,0.0309,"13,415,097.99",0,,DROOM     ,,,
506,1.47E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",19/01/2021,V,19/10/2018,Q,1,0.001,"-25,003,182.54",1,1.72E+28,ILS_FRA_NE,1,,
507,1.47E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",19/01/2021,F,,0,0,0.0498,"28,336,555.44",1,1.76E+28,ILS_FRA_NE,1,,
508,1.47E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-50,000,000.00",25/01/2021,V,24/10/2018,Q,1,0.001,"-50,005,412.90",1,2.37E+28,ILS_FRA_NE,1,,
509,1.47E+28,Offbalance,IRSWP,IRS       ,1,ILS,"50,000,000.00",25/01/2021,F,,0,0,0.0509,"56,832,467.14",1,1.76E+28,ILS_FRA_NE,1,,
510,1.47E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",20/01/2021,V,22/10/2018,Q,1,0.0235,"-18,075,988.03",1,2.29E+28,CY_BONDTRA,1,,
511,1.47E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",20/01/2021,F,,0,0,0.0489,"18,961,591.92",0,,CY_BONDTRA,,,
512,1.47E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",20/01/2021,F,,0,0,0.0496,"-28,313,870.69",1,1.46E+28,INT_MACRO ,1,,
513,1.47E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",20/01/2021,V,22/10/2018,Q,1,0.001,"25,003,113.69",0,,INT_MACRO ,,,
514,1.48E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",3/2/2021,F,,0,0,0.0528,"-28,538,338.18",0,,ILS_FRA_NE,,,
515,1.48E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",3/2/2021,V,5/11/2018,Q,1,0.001,"25,002,064.48",1,1.10E+28,ILS_FRA_NE,1,,
516,1.48E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",11/2/2021,F,,0,0,0.0538,"-28,608,468.52",0,,ILS_FRA_NE,,,
517,1.48E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",11/2/2021,V,12/11/2018,Q,1,0.001,"25,001,421.40",1,2.10E+28,ILS_FRA_NE,1,,
518,1.49E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-3,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-12,635,700.00",1,1.68E+28,DROOM     ,1,,
519,1.49E+28,Offbalance,IRSWP,IRS       ,1,EUR,"3,000,000.00",18/03/2020,F,,0,0,0.0337,"13,485,837.56",1,1.69E+28,DROOM     ,1,,
520,1.49E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",25/02/2021,F,,0,0,0.0547,"-28,653,976.19",0,,ILS_FRA_NE,,,
521,1.49E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",25/02/2021,V,28/11/2018,Q,1,0.001,"25,000,287.58",1,1.53E+28,ILS_FRA_NE,1,,
522,1.49E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-9,000,000.00",18/03/2020,F,,0,0,0.0336,"-40,450,691.30",1,1.50E+28,CY_BONDTRA,1,,
523,1.49E+28,Offbalance,IRSWP,IRS       ,1,EUR,"9,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"37,907,100.00",1,1.50E+28,CY_BONDTRA,1,,
524,1.50E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-9,000,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"-37,907,100.00",1,1.49E+28,DROOM     ,1,,
525,1.50E+28,Offbalance,IRSWP,IRS       ,1,EUR,"9,000,000.00",18/03/2020,F,,0,0,0.0336,"40,450,691.30",1,1.49E+28,DROOM     ,1,,
526,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-10,000,000.00",26/03/2019,F,,0,0,0.0389,"-36,916,811.25",1,1.37E+28,DROOM     ,1,,
527,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"10,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"36,204,571.90",1,2.44E+28,DROOM     ,1,,
528,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-8,000,000.00",26/03/2019,F,,0,0,0.039,"-29,535,594.43",0,,DROOM     ,,,
529,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"8,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"28,963,657.51",1,1.99E+28,DROOM     ,1,,
530,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-3,000,000.00",26/03/2019,F,,0,0,0.0394,"-11,080,138.79",0,,DROOM     ,,,
531,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"3,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"10,861,371.56",0,,DROOM     ,,,
532,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-9,000,000.00",26/03/2019,F,,0,0,0.0395,"-33,243,634.49",1,1.23E+28,DROOM     ,1,,
533,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"9,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"32,584,114.71",1,1.23E+28,DROOM     ,1,,
534,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",26/03/2019,F,,0,0,0.0396,"-18,470,473.69",1,1.23E+28,DROOM     ,1,,
535,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"18,102,285.92",0,,DROOM     ,,,
536,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",26/03/2019,F,,0,0,0.0397,"-18,471,367.63",1,1.23E+28,DROOM     ,1,,
537,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"18,102,285.92",0,,DROOM     ,,,
538,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-9,500,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-34,394,343.29",1,1.27E+28,DROOM     ,1,,
539,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"9,500,000.00",26/03/2019,F,,0,0,0.036,"34,971,610.35",1,1.27E+28,DROOM     ,1,,
540,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-24,500,000.00",26/03/2019,F,,0,0,0.0308,"-89,732,205.42",1,1.35E+28,DROOM     ,1,,
541,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"24,500,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"88,701,201.10",1,1.35E+28,DROOM     ,1,,
542,1.50E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",3/3/2021,F,,0,0,0.0541,"-28,606,971.18",0,,ILS_FRA_NE,,,
543,1.50E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",3/3/2021,V,3/9/2018,Q,1,0.001,"25,006,095.79",1,1.20E+28,ILS_FRA_NE,1,,
544,1.50E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",3/3/2021,F,,0,0,0.0537,"-28,577,229.74",0,,ILS_FRA_NE,,,
545,1.50E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",3/3/2021,V,3/9/2018,Q,1,0.001,"25,006,095.79",1,1.20E+28,ILS_FRA_NE,1,,
546,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-50,000,000.00",4/3/2019,V,4/9/2018,Q,1,0.0232,"-181,240,198.16",1,2.39E+28,USD_ILDESK,1,,
547,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"50,000,000.00",4/3/2019,F,,0,0,0.0326,"183,756,363.30",0,,USD_ILDESK,,,
548,1.50E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",8/3/2021,F,,0,0,0.055,"-28,680,078.96",0,,ILS_FRA_NE,,,
549,1.50E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",8/3/2021,V,7/9/2018,Q,1,0.001,"25,005,890.11",0,,ILS_FRA_NE,,,
550,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-50,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-181,022,859.44",0,,USD_ILDESK,,,
551,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"50,000,000.00",26/03/2019,F,,0,0,0.0329,"183,509,551.97",0,,USD_ILDESK,,,
552,1.50E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-41,000,000.00",9/3/2026,F,,0,0,0.0586,"-54,172,026.70",0,,DROOM     ,,,
553,1.50E+28,Offbalance,IRSWP,IRS       ,1,ILS,"41,000,000.00",9/3/2026,V,7/9/2018,Q,1,0.001,"41,009,659.77",0,,DROOM     ,,,
554,1.50E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-53,000,000.00",8/3/2021,V,7/9/2018,Q,1,0.001,"-53,012,487.03",0,,DROOM     ,,,
555,1.50E+28,Offbalance,IRSWP,IRS       ,1,ILS,"53,000,000.00",8/3/2021,F,,0,0,0.055,"60,801,767.39",0,,DROOM     ,,,
556,1.50E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-50,000,000.00",8/3/2021,V,12/9/2018,Q,1,0.001,"-50,011,642.74",1,1.85E+28,ILS_FRA_NE,1,,
557,1.50E+28,Offbalance,IRSWP,IRS       ,1,ILS,"50,000,000.00",8/3/2021,F,,0,0,0.055,"57,352,547.36",0,,ILS_FRA_NE,,,
558,1.50E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-7,000,000.00",11/3/2019,V,10/9/2018,Q,1,0.0233,"-25,364,095.58",0,,ILS_FRA_NE,,,
559,1.50E+28,Offbalance,IRSWP,IRS       ,1,USD,"7,000,000.00",11/3/2019,F,,0,0,0.033,"25,728,044.15",0,,ILS_FRA_NE,,,
560,1.50E+28,Offbalance,FXSWP,CIRS      ,-1,USD,"-50,000,000.00",26/03/2019,F,,0,0,0.0513,"-186,787,594.50",0,,ILS_FRA_NE,,,
561,1.50E+28,Offbalance,FXSWP,CIRS      ,1,ILS,"181,500,000.00",26/03/2019,F,,0,0,0.061,"192,413,845.99",0,,ILS_FRA_NE,,,
562,1.50E+28,Offbalance,FXSWP,CIRS      ,-1,USD,"-50,000,000.00",26/03/2019,F,,0,0,0.0513,"-186,787,594.50",0,,ILS_FRA_NE,,,
563,1.50E+28,Offbalance,FXSWP,CIRS      ,1,ILS,"180,350,000.00",26/03/2019,F,,0,0,0.0626,"191,483,123.70",0,,ILS_FRA_NE,,,
564,1.50E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-50,000,000.00",22/03/2021,V,21/09/2018,Q,1,0.0011,"-50,010,491.20",1,2.01E+28,DROOM     ,1,,
565,1.50E+28,Offbalance,IRSWP,IRS       ,1,ILS,"50,000,000.00",22/03/2021,F,,0,0,0.0537,"57,129,847.59",0,,DROOM     ,,,
566,1.51E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-38,000,000.00",23/03/2026,F,,0,0,0.0569,"-49,680,062.12",1,1.51E+28,DROOM     ,1,,
567,1.51E+28,Offbalance,IRSWP,IRS       ,1,ILS,"38,000,000.00",23/03/2026,V,21/09/2018,Q,1,0.0011,"38,007,973.31",1,1.51E+28,DROOM     ,1,,
568,1.51E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-38,000,000.00",23/03/2026,V,21/09/2018,Q,1,0.0011,"-38,007,973.31",1,1.51E+28,ILS_FRA_NE,1,,
